Age Group,Gender,Marital Status,Number of Dependents,Education Level,Employment Type,Employment Duration,Monthly Income,Existing Loan Status,Monthly Loan Repayment,Loan Type,Requested Loan Amount,Loan Purpose,Collateral Availability,Guarantor Availability,Required Documents Submitted,Loan Application Result
25–34,Male,Married,0,Undergraduate degree,Business owner,3–5 years,"Rs.250,000–399,999",No,No existing loan,Housing,"Rs.10,000,000–24,999,999",House purchase/construction,Yes,No,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Self-employed,3–5 years,"Rs.150,000–249,999",No,No existing loan,Housing,"Rs.5,000,000–9,999,999",House purchase/construction,Yes,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Retired,Not employed/business,"Rs.150,000–249,999",Yes,No existing loan,Personal,"Rs.500,000–999,999",Debt consolidation,No,No,"Yes, all",Rejected
25–34,Male,Married,1,Undergraduate degree,Private-sector employee,Not employed/business,"Rs.100,000–149,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Debt consolidation,No,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Unemployed,Not employed/business,"Rs.50,000–99,999",No,No existing loan,Personal,"Below Rs.500,000",Personal expenses,No,No,"Yes, all",Rejected
35–44,Male,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.100,000–149,999",Yes,"Rs.10,000–24,999",Personal,"Rs.500,000–999,999",Vehicle purchase,No,No,"Yes, all",Rejected
35–44,Female,Married,2,Undergraduate degree,Unemployed,Not employed/business,"Rs.50,000–99,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Education,No,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,6–10 years,"Rs.150,000–249,999",Yes,No existing loan,Personal,"Rs.500,000–999,999",Other,Yes,No,"Yes, all",Approved
25–34,Male,Single,0,Undergraduate degree,Business owner,3–5 years,"Rs.150,000–249,999",Yes,No existing loan,Housing,"Rs.25,000,000–49,999,999",House purchase/construction,Yes,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Government employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Debt consolidation,Yes,No,"Yes, all",Approved
25–34,Male,Married,2,Undergraduate degree,Self-employed,3–5 years,"Rs.150,000–249,999",No,No existing loan,Vehicle,"Rs.5,000,000–9,999,999",Vehicle purchase,Yes,No,"Yes, all",Rejected
35–44,Female,Married,2,Undergraduate degree,Private-sector employee,More than 10 years,"Rs.50,000–99,999",No,No existing loan,Agricultural,"Rs.1,000,000–4,999,999",Agriculture,No,Yes,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Self-employed,1–2 years,"Rs.150,000–249,999",No,No existing loan,Housing,"Rs.10,000,000–24,999,999",House purchase/construction,Yes,No,"Yes, all",Approved
25–34,Male,Married,0,Diploma,Government employee,3–5 years,"Rs.400,000–599,999",No,No existing loan,Personal,"Rs.500,000–999,999",House purchase/construction,Yes,No,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,6–10 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Other,No,No,"Yes, all",Rejected
25–34,Female,Married,1,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",Yes,"Rs.10,000–24,999",Business,"Rs.10,000,000–24,999,999",Business investment,Yes,No,"Yes, all",Approved
25–34,Female,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",No,No existing loan,Business,"Rs.5,000,000–9,999,999",Business investment,Yes,No,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Self-employed,3–5 years,"Rs.150,000–249,999",Yes,No existing loan,Housing,"Rs.10,000,000–24,999,999",House purchase/construction,Yes,No,"Yes, all",Rejected
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,Not employed/business,"Rs.100,000–149,999",No,No existing loan,Vehicle,"Rs.5,000,000–9,999,999",Vehicle purchase,No,No,"Yes, all",Rejected
35–44,Female,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",No,No existing loan,Agricultural,"Rs.500,000–999,999",Agriculture,Yes,No,"Yes, all",Approved
35–44,Male,Married,1,Undergraduate degree,Private-sector employee,Not employed/business,"Rs.150,000–249,999",Yes,"Rs.10,000–24,999",Personal,"Rs.5,000,000–9,999,999",Other,No,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Self-employed,3–5 years,"Rs.150,000–249,999",No,No existing loan,Housing,"Rs.10,000,000–24,999,999",House purchase/construction,Yes,No,"Yes, all",Approved
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,Not employed/business,"Rs.50,000–99,999",Yes,No existing loan,Personal,"Rs.1,000,000–4,999,999",Debt consolidation,No,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Self-employed,3–5 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Debt consolidation,No,No,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Vehicle,"Rs.500,000–999,999",Vehicle purchase,No,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",Yes,"Rs.25,000–49,999",Personal,"Rs.500,000–999,999",Personal expenses,Yes,No,"Yes, all",Approved
35–44,Female,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",Yes,No existing loan,Business,"Rs.10,000,000–24,999,999",Business investment,Yes,No,"Yes, all",Approved
35–44,Male,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",Yes,"Rs.25,000–49,999",Personal,"Rs.5,000,000–9,999,999",Personal expenses,Yes,No,"Yes, all",Approved
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,Not employed/business,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Debt consolidation,No,No,"Yes, all",Rejected
35–44,Male,Married,1,Undergraduate degree,Private-sector employee,1–2 years,"Rs.100,000–149,999",Yes,No existing loan,Personal,"Rs.1,000,000–4,999,999",Debt consolidation,No,No,"Yes, all",Rejected
25–34,Female,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Vehicle,"Rs.1,000,000–4,999,999",Vehicle purchase,Yes,No,"Yes, all",Approved
25–34,Male,Married,1,Undergraduate degree,Private-sector employee,6–10 years,"Rs.150,000–249,999",Yes,"Rs.10,000–24,999",Vehicle,"Rs.5,000,000–9,999,999",Vehicle purchase,No,No,"Yes, all",Rejected
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.50,000–99,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Debt consolidation,No,No,"Yes, all",Rejected
35–44,Female,Married,2,Undergraduate degree,Private-sector employee,More than 10 years,"Rs.100,000–149,999",No,No existing loan,Agricultural,"Rs.1,000,000–4,999,999",Agriculture,No,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Self-employed,6–10 years,"Rs.150,000–249,999",Yes,"Rs.50,000–74,999",Personal,"Rs.5,000,000–9,999,999",House purchase/construction,Yes,No,"Yes, all",Rejected
25–34,Female,Married,2,Undergraduate degree,Private-sector employee,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Other,"Rs.1,000,000–4,999,999",Business investment,Yes,No,"Yes, all",Approved
35–44,Male,Married,1,Undergraduate degree,Private-sector employee,6–10 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Below Rs.500,000",Medical expenses,Not applicable / Not required,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Unemployed,Not employed/business,"Rs.50,000–99,999",No,No existing loan,Agricultural,"Below Rs.500,000",Agriculture,No,No,"Yes, all",Rejected
25–34,Male,Married,1,Undergraduate degree,Private-sector employee,1–2 years,"Rs.100,000–149,999",Yes,"Rs.10,000–24,999",Business,"Rs.25,000,000–49,999,999",Business investment,Yes,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Vehicle purchase,No,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,6–10 years,"Rs.150,000–249,999",Yes,"Rs.50,000–74,999",Personal,"Rs.500,000–999,999",Debt consolidation,No,No,"Yes, all",Rejected
25–34,Male,Single,0,Undergraduate degree,Self-employed,3–5 years,"Rs.150,000–249,999",No,No existing loan,Housing,"Rs.10,000,000–24,999,999",House purchase/construction,Yes,No,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Housing,"Rs.10,000,000–24,999,999",House purchase/construction,Yes,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Business owner,3–5 years,"Rs.150,000–249,999",No,No existing loan,Housing,"Rs.25,000,000–49,999,999",House purchase/construction,Yes,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Retired,Not employed/business,"Rs.150,000–249,999",No,No existing loan,Business,"Rs.5,000,000–9,999,999",Business investment,Yes,No,"Yes, all",Rejected
35–44,Female,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",No,No existing loan,Agricultural,"Rs.500,000–999,999",Agriculture,Yes,No,"Yes, all",Approved
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,6–10 years,"Rs.100,000–149,999",Yes,"Rs.10,000–24,999",Business,"Rs.5,000,000–9,999,999",Business investment,Yes,No,"Yes, all",Rejected
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Business,"Rs.10,000,000–24,999,999",Business investment,Yes,No,"Yes, all",Rejected
25–34,Male,Married,1,Undergraduate degree,Unemployed,Not employed/business,"Rs.50,000–99,999",Yes,No existing loan,Personal,"Rs.5,000,000–9,999,999",Vehicle purchase,No,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Business owner,3–5 years,"Rs.250,000–399,999",No,No existing loan,Personal,"Rs.500,000–999,999",Education,Yes,No,"Yes, all",Approved
35–44,Male,Married,1,Undergraduate degree,Private-sector employee,Less than 1 year,"Rs.250,000–399,999",Yes,"Rs.25,000–49,999",Agricultural,"Rs.500,000–999,999",Agriculture,No,No,"Yes, all",Approved
25–34,Female,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Vehicle,"Rs.1,000,000–4,999,999",Vehicle purchase,No,No,"Yes, all",Rejected
45–54,Female,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Agricultural,"Rs.1,000,000–4,999,999",Agriculture,Yes,No,"Yes, all",Approved
25–34,Female,Married,1,Undergraduate degree,Private-sector employee,6–10 years,"Rs.100,000–149,999",Yes,No existing loan,Business,"Rs.10,000,000–24,999,999",Business investment,Yes,No,"Yes, all",Rejected
45–54,Female,Married,0,Undergraduate degree,Private-sector employee,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Business,"Rs.5,000,000–9,999,999",Business investment,Yes,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Business owner,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Business,"Rs.25,000,000–49,999,999",Business investment,Yes,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Private-sector employee,Less than 1 year,"Rs.150,000–249,999",Yes,No existing loan,Personal,"Rs.500,000–999,999",Education,Yes,No,"Yes, all",Approved
35–44,Female,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Agricultural,"Below Rs.500,000",Agriculture,No,No,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Government employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Other,Yes,No,"Yes, all",Approved
25–34,Female,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",Yes,"Rs.10,000–24,999",Vehicle,"Rs.10,000,000–24,999,999",Vehicle purchase,Yes,No,"Yes, all",Approved
35–44,Male,Married,0,Undergraduate degree,Private-sector employee,6–10 years,"Rs.150,000–249,999",Yes,"Rs.10,000–24,999",Vehicle,"Rs.5,000,000–9,999,999",Vehicle purchase,Yes,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",Yes,"Rs.10,000–24,999",Personal,"Rs.1,000,000–4,999,999",Vehicle purchase,No,No,"Yes, all",Rejected
35–44,Male,Married,2,Undergraduate degree,Private-sector employee,1–2 years,"Rs.100,000–149,999",Yes,No existing loan,Personal,"Rs.1,000,000–4,999,999",Agriculture,No,No,"Yes, all",Rejected
25–34,Female,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",No,No existing loan,Agricultural,"Rs.500,000–999,999",Agriculture,Yes,No,"Yes, all",Approved
25–34,Male,Married,1,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",No,No existing loan,Business,"Rs.10,000,000–24,999,999",Business investment,Yes,No,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Self-employed,3–5 years,"Rs.250,000–399,999",No,No existing loan,Housing,"Rs.10,000,000–24,999,999",House purchase/construction,Yes,No,"Yes, all",Approved
45–54,Male,Married,0,Undergraduate degree,Private-sector employee,Not employed/business,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Debt consolidation,Yes,No,"Yes, all",Rejected
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,6–10 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Medical expenses,Not applicable / Not required,No,"Yes, all",Rejected
35–44,Female,Married,0,Undergraduate degree,Private-sector employee,More than 10 years,"Rs.100,000–149,999",No,No existing loan,Business,"Rs.25,000,000–49,999,999",Business investment,Yes,No,"Yes, all",Rejected
25–34,Female,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Education,No,No,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Debt consolidation,No,No,"Yes, all",Approved
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.50,000–99,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Education,No,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Private-sector employee,1–2 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Debt consolidation,No,No,"Yes, all",Rejected
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Debt consolidation,No,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Private-sector employee,6–10 years,"Rs.150,000–249,999",Yes,"Rs.50,000–74,999",Personal,"Rs.5,000,000–9,999,999",Personal expenses,No,No,"Yes, all",Rejected
45–54,Female,Married,0,Undergraduate degree,Self-employed,3–5 years,"Rs.150,000–249,999",No,No existing loan,Agricultural,"Rs.1,000,000–4,999,999",Agriculture,Yes,No,"Yes, all",Approved
25–34,Male,Married,2,Undergraduate degree,Self-employed,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Debt consolidation,No,No,"Yes, all",Rejected
25–34,Male,Married,1,Undergraduate degree,Self-employed,3–5 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Vehicle purchase,No,No,"Yes, all",Approved
35–44,Male,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.100,000–149,999",Yes,No existing loan,Personal,"Below Rs.500,000",Education,No,No,"Yes, all",Rejected
35–44,Male,Married,2,Undergraduate degree,Unemployed,Not employed/business,"Below Rs.50,000",No,No existing loan,Personal,"Below Rs.500,000",Personal expenses,No,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Private-sector employee,1–2 years,"Rs.150,000–249,999",Yes,"Rs.10,000–24,999",Personal,"Rs.1,000,000–4,999,999",Vehicle purchase,No,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Self-employed,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Housing,"Rs.5,000,000–9,999,999",House purchase/construction,Yes,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Self-employed,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Housing,"Rs.10,000,000–24,999,999",House purchase/construction,Yes,No,"Yes, all",Approved
25–34,Female,Married,2,Undergraduate degree,Private-sector employee,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Other,"Rs.1,000,000–4,999,999",Education,No,No,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,6–10 years,"Rs.150,000–249,999",Yes,No existing loan,Personal,"Below Rs.500,000",Debt consolidation,No,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Government employee,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Medical expenses,No,No,"Yes, all",Approved
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Vehicle,"Rs.1,000,000–4,999,999",Vehicle purchase,No,No,"Yes, all",Rejected
35–44,Male,Married,1,Undergraduate degree,Unemployed,Not employed/business,"Rs.50,000–99,999",No,No existing loan,Business,"Rs.5,000,000–9,999,999",Business investment,No,No,"Yes, all",Rejected
25–34,Female,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",No,No existing loan,Business,"Rs.10,000,000–24,999,999",Business investment,Yes,No,"Yes, all",Rejected
25–34,Male,Married,1,Undergraduate degree,Private-sector employee,Not employed/business,"Rs.100,000–149,999",No,No existing loan,Business,"Rs.25,000,000–49,999,999",Business investment,Yes,No,"Yes, all",Rejected
25–34,Female,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",No,No existing loan,Business,"Rs.1,000,000–4,999,999",Business investment,Yes,No,"Yes, all",Approved
35–44,Female,Married,0,Undergraduate degree,Retired,Not employed/business,"Rs.50,000–99,999",No,No existing loan,Other,"Rs.1,000,000–4,999,999",Business investment,No,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Business owner,Less than 1 year,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",House purchase/construction,Yes,No,"Yes, all",Approved
25–34,Male,Married,0,Diploma,Self-employed,3–5 years,"Rs.400,000–599,999",No,No existing loan,Personal,"Rs.500,000–999,999",Debt consolidation,No,No,"Yes, all",Approved
25–34,Male,Married,3,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Medical expenses,Yes,No,"Yes, all",Approved
25–34,Female,Married,2,Undergraduate degree,Private-sector employee,More than 10 years,"Rs.50,000–99,999",No,No existing loan,Personal,"Below Rs.500,000",Education,No,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Business owner,Less than 1 year,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",House purchase/construction,Yes,No,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,6–10 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Other,No,No,"Yes, all",Rejected
45–54,Male,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Vehicle purchase,Yes,No,"Yes, all",Approved
25–34,Male,Married,1,Undergraduate degree,Private-sector employee,Not employed/business,"Rs.50,000–99,999",No,No existing loan,Housing,"Rs.5,000,000–9,999,999",Business investment,Yes,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Self-employed,3–5 years,"Rs.150,000–249,999",No,No existing loan,Vehicle,"Rs.1,000,000–4,999,999",Vehicle purchase,Yes,No,"Yes, all",Approved
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",Yes,No existing loan,Agricultural,"Rs.500,000–999,999",Agriculture,Yes,No,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Government employee,6–10 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Medical expenses,No,No,"Yes, all",Rejected
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,Not employed/business,"Rs.50,000–99,999",No,No existing loan,Business,"Rs.10,000,000–24,999,999",Business investment,No,No,"Yes, all",Rejected
25–34,Male,Married,1,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",Yes,No existing loan,Personal,"Rs.1,000,000–4,999,999",Debt consolidation,No,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Self-employed,3–5 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.10,000,000–24,999,999",House purchase/construction,No,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",Yes,No existing loan,Personal,"Rs.5,000,000–9,999,999",House purchase/construction,Yes,No,"Yes, all",Rejected
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.50,000–99,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Vehicle purchase,No,No,"Yes, all",Rejected
35–44,Female,Married,0,Undergraduate degree,Private-sector employee,1–2 years,"Rs.100,000–149,999",No,No existing loan,Business,"Rs.10,000,000–24,999,999",Business investment,Yes,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Private-sector employee,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Debt consolidation,No,No,"Yes, all",Rejected
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,1–2 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Debt consolidation,No,No,"Yes, all",Approved
45–54,Male,Married,2,Undergraduate degree,Private-sector employee,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Vehicle,"Rs.1,000,000–4,999,999",Vehicle purchase,No,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,Less than 1 year,"Rs.150,000–249,999",No,No existing loan,Housing,"Rs.1,000,000–4,999,999",House purchase/construction,Yes,No,"Yes, all",Approved
25–34,Male,Single,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",No,No existing loan,Agricultural,"Rs.500,000–999,999",Education,Yes,No,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,1–2 years,"Rs.150,000–249,999",Yes,"Rs.50,000–74,999",Personal,"Rs.10,000,000–24,999,999",House purchase/construction,No,No,"Yes, all",Rejected
35–44,Female,Married,1,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.500,000–999,999",Agriculture,Yes,No,"Yes, all",Approved
35–44,Male,Married,0,Undergraduate degree,Private-sector employee,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Housing,"Rs.10,000,000–24,999,999",House purchase/construction,Yes,No,"Yes, all",Rejected
25–34,Female,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Vehicle,"Rs.1,000,000–4,999,999",Vehicle purchase,No,No,"Yes, all",Rejected
35–44,Female,Married,0,Undergraduate degree,Government employee,Less than 1 year,"Rs.250,000–399,999",No,No existing loan,Agricultural,"Rs.500,000–999,999",Agriculture,Yes,No,"Yes, all",Approved
35–44,Male,Married,0,Undergraduate degree,Private-sector employee,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Debt consolidation,No,No,"Yes, all",Rejected
25–34,Male,Married,2,Undergraduate degree,Private-sector employee,6–10 years,"Rs.150,000–249,999",Yes,"Rs.10,000–24,999",Vehicle,"Rs.1,000,000–4,999,999",Vehicle purchase,No,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Government employee,3–5 years,"Rs.250,000–399,999",No,No existing loan,Personal,"Rs.500,000–999,999",Personal expenses,No,No,"Yes, all",Approved
35–44,Male,Married,1,Undergraduate degree,Private-sector employee,6–10 years,"Rs.100,000–149,999",Yes,"Rs.50,000–74,999",Personal,"Below Rs.500,000",Personal expenses,No,No,"Yes, all",Rejected
25–34,Female,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",Yes,No existing loan,Business,"Rs.10,000,000–24,999,999",Business investment,Yes,No,"Yes, all",Approved
35–44,Female,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.250,000–399,999",No,No existing loan,Business,"Rs.5,000,000–9,999,999",Business investment,Yes,No,"Yes, all",Approved
35–44,Male,Married,0,Undergraduate degree,Private-sector employee,6–10 years,"Rs.150,000–249,999",Yes,"Rs.50,000–74,999",Personal,"Rs.1,000,000–4,999,999",Debt consolidation,No,No,"Yes, all",Rejected
25–34,Male,Married,0,Undergraduate degree,Government employee,3–5 years,"Rs.250,000–399,999",No,No existing loan,Personal,"Rs.500,000–999,999",Education,Yes,No,"Yes, all",Approved
25–34,Female,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Business,"Rs.10,000,000–24,999,999",Business investment,Yes,No,"Yes, all",Approved
25–34,Female,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Housing,"Rs.5,000,000–9,999,999",House purchase/construction,Yes,No,"Yes, all",Approved
25–34,Male,Married,0,Diploma,Government employee,1–2 years,"Rs.400,000–599,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Personal expenses,Yes,No,"Yes, all",Approved
25–34,Male,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Vehicle purchase,Yes,No,"Yes, all",Approved
35–44,Male,Married,0,Undergraduate degree,Private-sector employee,More than 10 years,"Rs.150,000–249,999",No,No existing loan,Vehicle,"Rs.1,000,000–4,999,999",Vehicle purchase,Yes,No,"Yes, all",Approved
35–44,Male,Married,0,Undergraduate degree,Business owner,3–5 years,"Rs.250,000–399,999",No,No existing loan,Housing,"Rs.10,000,000–24,999,999",House purchase/construction,Yes,No,"Yes, all",Approved
35–44,Female,Married,0,Undergraduate degree,Business owner,3–5 years,"Rs.250,000–399,999",Yes,"Rs.25,000–49,999",Housing,"Rs.500,000–999,999",House purchase/construction,Yes,No,"Yes, all",Approved
35–44,Male,Married,1,Undergraduate degree,Private-sector employee,1–2 years,"Rs.150,000–249,999",No,No existing loan,Personal,"Rs.1,000,000–4,999,999",Personal expenses,No,No,"Yes, all",Rejected
35–44,Male,Married,2,Undergraduate degree,Private-sector employee,3–5 years,"Rs.100,000–149,999",Yes,"Rs.10,000–24,999",Personal,"Rs.500,000–999,999",Personal expenses,No,No,"Yes, all",Approved
35–44,Male,Married,0,Undergraduate degree,Self-employed,1–2 years,"Rs.150,000–249,999",No,No existing loan,Housing,"Rs.10,000,000–24,999,999",House purchase/construction,Yes,No,"Yes, all",Rejected
35–44,Male,Married,0,Undergraduate degree,Private-sector employee,3–5 years,"Rs.150,000–249,999",Yes,No existing loan,Vehicle,"Rs.5,000,000–9,999,999",Vehicle purchase,Yes,No,"Yes, all",Approved
